wavelength_nm,response
536,0.00188039
537,0.01545903
538,0.03660414
539,0.08100583
540,0.16917887
541,0.33278274
542,0.58622794
543,0.80916412
544,0.913051
545,0.94472284
546,0.94898813
547,0.94369132
548,0.92845674
549,0.91256938
550,0.90078036
551,0.89958598
552,0.90547138
553,0.92045355
554,0.94065665
555,0.96199681
556,0.98186744
557,0.9985841
558,1.0
559,0.99279888
560,0.97801325
561,0.95301174
562,0.9266333
563,0.89359131
564,0.86941793
565,0.84827
566,0.83908301
567,0.83206209
568,0.8291787
569,0.83305844
570,0.84630939
571,0.86396307
572,0.87268076
573,0.86818339
574,0.8554947
575,0.80839054
576,0.67650876
577,0.45584205
578,0.24737576
579,0.12765465
580,0.0589016
581,0.02564742
582,0.00515905
