wavelength_nm,response
1339,2.472e-05
1340,0.00013691
1341,0.00012558
1342,8.901e-05
1343,0.00012425
1344,9.941e-05
1345,0.00013952
1346,0.00015816
1347,0.00019272
1348,0.00025959
1349,0.00032221
1350,0.00034719
1351,0.0003699
1352,0.00054874
1353,0.00105434
1354,0.00218813
1355,0.00480743
1356,0.01135252
1357,0.02671185
1358,0.05776022
1359,0.11176337
1360,0.19587518
1361,0.31418191
1362,0.46188068
1363,0.62292578
1364,0.7709851
1365,0.88086652
1366,0.9448941
1367,0.97405066
1368,0.98616696
1369,0.99306955
1370,0.99775441
1371,1.0
1372,0.99942348
1373,0.99616891
1374,0.99082045
1375,0.9842131
1376,0.97708513
1377,0.97013647
1378,0.96374366
1379,0.95755001
1380,0.95127438
1381,0.94546638
1382,0.94069659
1383,0.93759595
1384,0.93624612
1385,0.93510206
1386,0.93054472
1387,0.91630845
1388,0.88530334
1389,0.83129653
1390,0.74856466
1391,0.63524397
1392,0.49733159
1393,0.34907723
1394,0.21259735
1395,0.10971453
1396,0.04789269
1397,0.01853013
1398,0.00716776
1399,0.0031533
1400,0.00157017
1401,0.00084901
1402,0.00053006
1403,0.00033171
1404,0.00019447
1405,0.00022104
1406,0.00022646
1407,0.00018156
1408,0.00016063
1409,0.00015475
1410,0.00014734
1411,0.00014776
1412,0.00017405
1413,0.00023619
1414,0.00012007
1415,4.337e-05
