wavelength_nm,response
456,0.05529541
457,0.12005068
458,0.25199051
459,0.4623617
460,0.65162379
461,0.77642171
462,0.82319091
463,0.83083116
464,0.83382106
465,0.837526
466,0.86304286
467,0.88226141
468,0.90486326
469,0.92043837
470,0.93602675
471,0.930533
472,0.92714067
473,0.9161479
474,0.90551724
475,0.89745515
476,0.90266694
477,0.90854264
478,0.92047913
479,0.92417935
480,0.91845025
481,0.90743244
482,0.89733983
483,0.88646415
484,0.87189983
485,0.85643973
486,0.84473414
487,0.84190734
488,0.85644111
489,0.87782724
490,0.90261174
491,0.91840544
492,0.94585847
493,0.96887192
494,0.99336135
495,0.99927899
496,1.0
497,0.99520325
498,0.98412711
499,0.97947473
500,0.97808297
501,0.97213439
502,0.96277794
503,0.95342234
504,0.93802376
505,0.92460144
506,0.90932642
507,0.90192251
508,0.89184298
509,0.88963556
510,0.89146958
511,0.89877911
512,0.91056869
513,0.92427362
514,0.93823555
515,0.95311791
516,0.97150808
517,0.98737003
518,0.99658514
519,0.99367959
520,0.98144714
521,0.95874415
522,0.89291635
523,0.73566218
524,0.52060373
525,0.3322804
526,0.19492197
527,0.11732617
528,0.07507304
529,0.05094154
530,0.03213016
531,0.01510217
532,0.00447984
