wavelength_nm,response
1538,1.154e-05
1539,2.707e-05
1540,8.129e-05
1541,0.0001701
1542,0.00027422
1543,0.00034456
1544,0.00046028
1545,0.00065214
1546,0.00082283
1547,0.00107791
1548,0.0014306
1549,0.00196134
1550,0.00266427
1551,0.00368682
1552,0.00522456
1553,0.00758401
1554,0.01126335
1555,0.01715812
1556,0.02674581
1557,0.04145595
1558,0.06300627
1559,0.09464207
1560,0.13995799
1561,0.20105412
1562,0.28189591
1563,0.38134665
1564,0.4907345
1565,0.60674263
1566,0.71505301
1567,0.80391496
1568,0.87015099
1569,0.91645643
1570,0.94668952
1571,0.96391534
1572,0.97305962
1573,0.97704089
1574,0.97777566
1575,0.97686717
1576,0.97531356
1577,0.97336816
1578,0.9714563
1579,0.9697157
1580,0.96907419
1581,0.96968255
1582,0.97051178
1583,0.97272986
1584,0.97613656
1585,0.97894419
1586,0.9810083
1587,0.98350836
1588,0.9848292
1589,0.98438948
1590,0.98389859
1591,0.98334634
1592,0.9814301
1593,0.97936035
1594,0.97802641
1595,0.97623515
1596,0.97537114
1597,0.97569131
1598,0.97679261
1599,0.97898052
1600,0.98199689
1601,0.98520852
1602,0.98866135
1603,0.99233425
1604,0.99480248
1605,0.99589079
1606,0.9958911
1607,0.99475534
1608,0.99207775
1609,0.98856394
1610,0.9848769
1611,0.98106836
1612,0.97677436
1613,0.97351815
1614,0.97192459
1615,0.97052192
1616,0.97043004
1617,0.9723835
1618,0.97525347
1619,0.97856769
1620,0.98298866
1621,0.98810437
1622,0.99268138
1623,0.99645012
1624,0.9990686
1625,1.0
1626,0.99902738
1627,0.99662493
1628,0.99326995
1629,0.989647
1630,0.98577051
1631,0.98212932
1632,0.97979728
1633,0.97946062
1634,0.980262
1635,0.98247241
1636,0.98601349
1637,0.98957829
1638,0.99173488
1639,0.99219848
1640,0.98937107
1641,0.98205611
1642,0.97007817
1643,0.95307506
1644,0.93223131
1645,0.90784439
1646,0.88392149
1647,0.86411672
1648,0.85075738
1649,0.84410342
1650,0.84337963
1651,0.84698191
1652,0.84866039
1653,0.84046041
1654,0.81336359
1655,0.75654857
1656,0.66994259
1657,0.56517119
1658,0.45690882
1659,0.35310835
1660,0.25633426
1661,0.17582806
1662,0.11552613
1663,0.0733101
1664,0.04640345
1665,0.02898639
1666,0.01853597
1667,0.01243537
1668,0.00877131
1669,0.00630418
1670,0.00457459
1671,0.00335323
1672,0.00245906
1673,0.001988
1674,0.00149989
1675,0.00112208
1676,0.00078208
1677,0.00054086
1678,0.00028019
1679,0.0001326
